sup_id,name,full_name,gender,place_of_birth,first_appearance,publisher,alignment,race,height,weight,eye_color,hair_color,occupation,work_base,group_affiliation,relatives,intelligence,strength,speed,durability,power,combat,image_url
234,Drax the Destroyer,Arthur Sampson Douglas,Male,"Burbank, California","Iron Man #55 (February, 1973)",Marvel Comics,good,Human / Altered,6'4,306 kg,Red,No Hair,,C.I.T.T.; formerly Monster Isle and Titan,"Guardians of the Galaxy; formerly Infinity Watch, Secret Defenders, United Front, Selects of the Phalanx","Yvette Steckley Douglas (wife, deceased), Heather Douglas (aka Moondragon, daughter), Pamela Douglas (aka Sundragon, niece), Cammille Benally (foster daughter), Venom (former symbiote)",56,80,25,85,46,65,https://www.superherodb.com/pictures2/portraits/10/100/10016.jpg
235,Ego,Ego,,The Black Galaxy,THOR #132,Marvel Comics,bad,,0 cm,0 kg,,,Inapplicable,Mobile,,Inapplicable,88,80,83,99,71,28,https://www.superherodb.com/pictures2/portraits/10/100/6.jpg
236,Elastigirl,Helen Parr,Female,,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Human,5'6,56 kg,Brown,Brown,,,"Incredible Family (co-leader), National Supers Agency (ties), Edna Mode (receives costumes and gadgets from her), Frozone (long-time friend), Mirage (ally), Snug Porter (receives aircraft from him)","Robert Parr(Mr Incredible, husband), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",63,32,33,95,52,70,https://www.superherodb.com/pictures2/portraits/10/100/870.jpg
237,Electro,Maxwell Dillon,Male,,Amazing Spider-Man #9 (1964),Marvel Comics,bad,Human,5'11,74 kg,Blue,Auburn,Professional criminal,,"Sinister Six formerly Emissaries of Evil, Frightful Four and Sinister Twelve","Norma Lynn Dillon (ex-wife), Jonathan Dillon (father, deceased), Anita Dillon (mother, deceased)",69,10,50,56,67,64,https://www.superherodb.com/pictures2/portraits/10/100/7.jpg
238,Elektra,Elektra Natchios,Female,,Daredevil #168,Marvel Comics,good,Human,5'9,59 kg,Blue,Black,"Assassin, adventurer, mercenary, former student, dancer",,"S.H.I.E.L.D.; formerly Thunderbolts, Hand, Chaste, Heroes For Hire, Code Red, partner of Daredevil and Deadpool","Hugo Kostas Natchios (father, deceased), Christina Natchios (mother, deceased), Orestez Natchios (older brother), Demetrios Natchios (Uncle), Alexia Natchios (Aunt)",63,11,30,28,59,100,https://www.superherodb.com/pictures2/portraits/10/100/625.jpg
239,Elle Bishop,,Female,,Heroes S02E05 - Fight or Flight,NBC - Heroes,bad,,0 cm,0 kg,Blue,Blond,Agent of the Company,,,Bob Bishop (Father),50,8,12,42,63,42,https://www.superherodb.com/pictures2/portraits/10/100/1021.jpg
240,Elongated Man,Ralph Dibny,Male,,Flash #112 (1960),DC Comics,good,,6'1,80 kg,Blue,Red,Detective,"Opal City, Central City","Justice League of America, Justice League Europe, Super Buddies, Outsiders, Croatoans, Black Lantern Corps","Sue Dibny (wife, deceased); Ken Dibny (brother); Jake Dibny (uncle); Jim (uncle-in-law)",75,10,33,90,44,40,https://www.superherodb.com/pictures2/portraits/10/100/1381.jpg
241,Emma Frost,Emma Frost,Female,"Boston, Massachusetts",UNCANNY X-MEN #132,Marvel Comics,good,,5'10',65 kg,Blue,Blond,,"(current) Emma Frost operates from the Massachusetts Academy, Snow Valley, Massachusetts, (former) Hellfire Club mansion in New York City, a home in the Berkshire Mountains in Massachusetts (near the Massachusetts Academy), and places of residence in vari","Active member of the X-Men, Instructor for Generation X, The Inner Circle of the Hellfire Club","Winston Frost (father), Hazel Frost (mother), Christian Frost (brother) Adrienne Frost (sister, deceased,) Cordelia Frost (sister)",75,63,35,90,100,42,https://www.superherodb.com/pictures2/portraits/10/100/325.jpg
242,Enchantress,June Moone,Female,,Strange Adventures #187,DC Comics,good,Human,5'6,57 kg,Blue,Blond,Artist; Magician,,"Forgotten Villains, Sentinels of Magic, Shadowpact, Suicide Squad",,63,14,25,60,100,40,https://www.superherodb.com/pictures2/portraits/10/100/687.jpg
243,Energy,,Female,,,HarperCollins,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1155.jpg
244,ERG-1,,Male,,,DC Comics,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1187.jpg
245,Ethan Hunt,Ethan Hunt,Male,"Madison, Wisconsin, United States of America",,,good,Human,5'6,0 kg,Brown,Brown,"IMF Agent, Training Officer (former), Field Agent, Field Team Leader",,Formerly: United States Army,"Nathan Hunt (Father), Margaret Hunt (Mother), Donald Hunt (Uncle)",75,11,29,30,26,95,https://www.superherodb.com/pictures2/portraits/10/100/10476.jpg
246,Etrigan,Jason Blood,Male,Hell,"Demon #1 (September, 1972)",DC Comics,neutral,Demon,6'4,203 kg,Red,No Hair,,Hell,"Formerly Justice League of America, Spirit Squad","Belial (father), Raan va Daath (mother), Merlin (half Brother)",50,85,17,100,100,50,https://www.superherodb.com/pictures2/portraits/10/100/10429.jpg
247,Evil Deadpool,Wade Wilson,Male,,"Deadpool Vol 2 #44 (December, 2011)",Deadpool,bad,Mutant,6'2,95 kg,White,Red,"Mercenary, Assasin",,Evil Deadpool Corps,,69,32,50,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10090.jpg
248,Evilhawk,Dargin Bokk,Male,,"Darkhawk #20 (October, 1992)",Marvel Comics,bad,Alien,6'3,106 kg,Red,Black,Crimelord,(Formerly) planet Luq,,,50,32,33,70,85,64,https://www.superherodb.com/pictures2/portraits/10/100/1516.jpg
249,Exodus,Bennet du Paris,Male,,"X-Factor #92 (July, 1993)",Marvel Comics,bad,Mutant,6'0,88 kg,Blue,Black,"Terrorist, would-be conqueror, Former leader of the Acolytes, Crusader","Currently mobile, Formerly Avalon","Acolytes, formerly Brotherhood and Marauders",,63,81,28,28,100,70,https://www.superherodb.com/pictures2/portraits/10/100/1517.jpg
250,Fabian Cortez,Fabian Cortez,,Place of birth unknown,X-Men (Vol. 2) #1,Marvel Comics,bad,,6'5,96 kg,Blue,Brown,Unknown,Genosha at time of death; Formerly Asteroid M,Acolytes at time of death; Formerly Upstarts,"Annemarie Cortez (sister, deceased)",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/24.jpg
251,Falcon,Sam Wilson,Male,"New York, New York","Captain America #117 (September, 1969)",Marvel Comics,good,Human,6'2,108 kg,Brown,Black,"Crimefighter, (former) freelance artist","New York, New York; formerly Avengers Mansion, New York City, New York; S.H.I.E.L.D. Helicarrier.","Mighty Avengers, Avengers, S.H.I.E.L.D.; partner of Redwing; formerly Heroes For Hire, partner of Captain America, Secret Avengers, S.H.I.E.L.D. Super-Agents (leader), Defenders, ally of Secret Warriors , Defenders for a Day","Paul Wilson (father, deceased); Darlene Wilson (mother, deceased); Sarah Wilson (sister), Gideon Wilson (brother); Jim Wilson (nephew, deceased); Jody Casper (nephew)",38,13,50,28,22,64,https://www.superherodb.com/pictures2/portraits/10/100/56.jpg
252,Fallen One II,,Male,,,Marvel Comics,bad,,0 cm,0 kg,Black,Blue,,,Heralds of Galactus,,88,85,83,100,100,56,https://www.superherodb.com/pictures2/portraits/10/100/1051.jpg
253,Faora,Faora Hu-Ul,Female,,"Action Comics #471 (May, 1977)",DC Comics,bad,Kryptonian,0 cm,0 kg,,,Serial killer,Phantom Zone; formerly Krypton,Phantom Zone Criminals,"Hu-Ul (father, presumably deceased)",88,95,75,100,98,90,https://www.superherodb.com/pictures2/portraits/10/100/1502.jpg
254,Feral,Maria Callasantos,,Place of birth unknown,NEW MUTANTS #99,Marvel Comics,good,,5'9,50 kg,Yellow (without irises),Orange / White,"Formerly Adventurer, Terrorist",Base of operations unknown,"Formerly Morlocks, X-Force, Mutant Liberation Front","Mr. Callasantos (father, first name unrevealed, deceased), Marcella Callasantos (mother, deceased), Lucia Callasantos (Thornn, sister), Matteo Callasantos (brother, deceased), Carolina Callasantos (sister, deceased)",38,28,45,28,27,70,https://www.superherodb.com/pictures2/portraits/10/100/57.jpg
255,Fighting Spirit,Carol Carter,Female,,,DC Comics,good,,0 cm,0 kg,,Red,,"SMASH HQ, Antarctica, Earth; New Lancaster","Fighting Yank I, SMASH",Bruce Carter (father),,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1167.jpg
256,Fin Fang Foom,,Male,,,Marvel Comics,good,Kakarantharaian,32'0,18 tons,Red,No Hair,,"New York, formerly Valley of the Sleeping Dragon in China","Affiliation ""Fin Fang Four,"" former ally of the Mandarin, pawn of Doctor Vault, member of starship crew",Fraktur (cousin),50,81,23,100,75,70,https://www.superherodb.com/pictures2/portraits/10/100/1518.jpg
257,Firebird,Bonita Juarez,Female,"Buena Vista, New Mexico",INCREDIBLE HULK Vol. 2 #265,Marvel Comics,good,,5'5',56 kg,Brown,Black,"Social worker, adventurer",New Mexico,"Catholic Church; formerly the Rangers, provisional member of the Avengers West Coast, Queen's Vengeance",,38,8,40,14,100,42,https://www.superherodb.com/pictures2/portraits/10/100/58.jpg
258,Firelord,Pyreus Kril,,"Xander, planet in Tranta System, Andromeda Galaxy",THOR Vol. 1 #225,Marvel Comics,good,,6'4',99 kg,White,Yellow,"Former starship captain, former herald of Galactus",Mobile; usually in space,"Formerly Nova Corps, Guardians of the Galaxy (in an alternate future)",,38,63,75,90,52,28,https://www.superherodb.com/pictures2/portraits/10/100/59.jpg
259,Firestar,Angelica Jones,Female,Place of birth unknown,"Uncanny X-Men #193 (May, 1985)",Marvel Comics,good,Mutant,5'8,56 kg,Green,Red,Student,"New Warriors Crash Pad, New York City, New York State; Avengers Mansion, New York City, New York State; and formerly Massachusetts Academy, Snow Valley, Massachusetts","New Warriors Reservist, Avengers Reservist, and Former Hellion and student of the White Queen","Bartholomew Jones (father), Nana (grandmother)",50,8,54,55,71,32,https://www.superherodb.com/pictures2/portraits/10/100/60.jpg
260,Firestorm,Jason Rusch,Male,,Firestorm (Volume 3) #1,DC Comics,good,,0 cm,0 kg,Brown,Black,University student; former food server at Bryson's Family Treat; former mascot at Ho-Ho Charlie's Chicken Shack; former intern at S.T.A.R. Labs,"Detroit, Michigan","Justice League of America, formerly Lexcorp",Alvin Rusch (father),50,53,58,56,100,42,https://www.superherodb.com/pictures2/portraits/10/100/689.jpg
261,Firestorm,Ronald Raymond,Male,,"Firestorm #1 (March, 1978)",DC Comics,good,Human,6'2,91 kg,Blue,Auburn,Adventurer; former employee of Bun 'n Run,"Formerly Manhattan, New York City; Ivy University, Ivy Town; Pittsburgh, Pennsylvania","Firestorm Matrix, Justice League,formerly Black Lantern Corps, Power Company, White Lantern Corps","Edward Raymond (father); Elaine Rockwell (mother, deceased); Felicity Smoak-Raymond (stepmother); Richard Dare (grandfather)",38,80,58,80,100,40,https://www.superherodb.com/pictures2/portraits/10/100/10395.jpg
262,Fixer,Paul Norbert Ebersol,,"Dayton, Ohio",(as Fixer) STRANGE TALES #141,Marvel Comics,bad,,0 cm,0 kg,Red,No Hair,Criminal inventor,Mount Charteris,"formerly Thunderbolts, Redeemers",No known relatives,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/9.jpg
263,Flash,Jay Garrick,Male,"Hibbardsville, Kansas",Flash Comics #1 (January 1940),DC Comics,good,Human,5'11,81 kg,Blue,Brown / White,"Research Scientist, part-time Director of Garrick Laboratories","Keystone City, Kansas","Justice Society of America, Flash Family; formerly All-Star Squadron","Joseph Garrick (father), Joan Williams (wife), Arthur Williams (father-in-law), unnamed adopted son (deceased), Bart Allen (Flash II, ward)",63,10,100,50,68,32,https://www.superherodb.com/pictures2/portraits/10/100/891.jpg
264,Flash Gordon,Steven Gordon,Male,,Flash Gordon #1 (september 1966),,good,,0 cm,0 kg,,,,,,,,69,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1345.jpg
265,Flash II,Barry Allen,Male,"Fallville, Iowa","Showcase #4 (October, 1956)",Black Racer,good,Black Racer,6'0,88 kg,Blue,Blond,Forensic Scientist,"Central City, Missouri","Flash Family, Justice League of America; formerly Blue Lantern Corps","Henry and Nora (parents), Malcolm Thawne (twin), Iris West Allen (wife), Wally West (Flash III, nephew), Don and Dawn Allen (son and daughter), Bart Allen (Flash IV, grandson), Jenni Ognats (granddaughter)",88,48,100,60,100,60,https://www.superherodb.com/pictures2/portraits/10/100/892.jpg
266,Flash III,Wally West,Male,"Blue Valley, Nebraska","Flash #110 (January, 1960)",Speed Demon,good,Human,6'0,86 kg,,,"Adventurer, Mechanic for the KCPD","Keystone City, Kansas","Flash Family, Justice League of America, Titans; formerly Teen Titans","Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (Flash II, uncle), Linda Park West (wife), Jai and Iris West (twin children)",63,10,100,60,100,32,https://www.superherodb.com/pictures2/portraits/10/100/690.jpg
267,Flash IV,Bartholomew Allen II,Male,,(as Impulse) Flash v.2 #91 (June 1994)* (as Kid Flash) Teen Titans v.3 #4 (December 2003),Impulse,good,Human,5'2,52 kg,Yellow,Auburn,Police trainee,"Los Angeles, California (previously Manchester, Alabama, briefly Denver, Colorado, then Keystone City, Kansas)","Flash Family, Teen Titans, Legion of Super-Heroes; formerly Young Justice","Barry Allen (Flash II, grandfather), Iris West Allen (grandmother), Don Allen (father), Meloni Thawne (mother), President Thawne (grandfather), Dawn Allen (aunt), Jenni Ognats (cousin), Thaddeus Thawne (clone), Owen Mercer (half-brother), Max Crandall (guardian)",63,10,100,32,100,48,https://www.superherodb.com/pictures2/portraits/10/100/893.jpg
268,Forge,,,"Unrevealed, presumably in the American West",Uncanny X-Men #184,Marvel Comics,good,,6',81 kg,Brown,Black,"Inventor working for the U.S. government, former soldier","Arlington, Virginia",X-Factor,,63,10,12,28,25,48,https://www.superherodb.com/pictures2/portraits/10/100/62.jpg
269,Franklin Richards,Franklin  Richards,Male,"New York, New York",Fantastic Four Annual #6,Marvel Comics,good,Mutant,4'8,45 kg,Blue,Blond,Student,"Baxter Building, New York, New York (formerly) Four Freedoms Plaza; Pier 4; Massachusetts Academy","Future Foundation; formerly Power Pack, Generation X, Daydreamers","Reed Richards (Mister Fantastic, father), Susan Storm Richards (Invisible Woman, mother), Valeria Richards (sister), Jonathan Storm (Human Torch, uncle), Nathaniel Richards (paternal grandfather), Franklin Storm (maternal grandfather, deceased), Evelyn Richards, Mary Storm (grandmothers (paternal and maternal respectively), deceased), Benjamin J. Grimm (Thing, godfather), Alicia Masters (godmother).",63,80,50,60,100,50,https://www.superherodb.com/pictures2/portraits/10/100/63.jpg
270,Franklin Storm,Dr. Franklin Storm,,Place of birth unknown,FANTASTIC FOUR #31,Marvel Comics,good,,6'2',92 kg,Blue,Grey,Surgeon,Inapplicable,,"Mary Storm (wife, deceased), Susan Storm Richards (Invisible Woman, daughter), Jonathan Storm (Human Torch, son), Franklin Richards (grandson), Reed Richards (Mister Fantastic, son-in-law)",38,10,1,1,0,10,https://www.superherodb.com/pictures2/portraits/10/100/170.jpg
271,Frenzy,Joanna Cargill,Female,,X-Factor Vol 1 #4,Marvel Comics,bad,,6'11,104 kg,Brown,Black,Mercenary,Mobile; formerly Avalon in Earth orbit; Genosha; California,"Acolytes, formerly Alliance of Evil; temporarily X-Men while controlled by Jean Grey, Femizons",,63,53,35,100,38,52,https://www.superherodb.com/pictures2/portraits/10/100/1108.jpg
272,Frigga,Frigga,Female,Place of birth unknown,JOURNEY INTO MYSTERY #92,Marvel Comics,good,,5'11',167 kg,Blue,White,"Queen of Asgard, goddess of marriage",Asgard,Gods of Asgard,"Odin (husband), Loki, Thor (foster sons)",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/172.jpg
273,Galactus,Galan,Male,(Galan) Taa; (Galactus) the Cosmic Egg,Fantastic Four #48 (March 1966),Marvel Comics,neutral,Cosmic Entity,28'9,16 tons,Black,Black,"Planet Devourer, Third Force of the Universe - balance between Eternity and Death, Nullifying Abraxas' Influence on the Multiverse, Third Face of the Living Tribunal - representing Equity",Worldship (aka Taa II); though he is generally mobile throughout the universe via his spherical starship in search of suitable planets to consume.,Heralds of Galactus; formerly God Squad,"Galan (""father""), Galacta (daughter)",100,100,83,100,100,50,https://www.superherodb.com/pictures2/portraits/10/100/862.jpg
274,Gambit,Remy Etienne LeBeau,Male,"New Orleans, Louisiana","(as Gambit) Uncanny X-Men #266 (1990), (as Death) X-Men #184 (2006)",Marvel Comics,good,Mutant,6'1,81 kg,Red,Brown,"Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Utopia, San Francisco Bay, California; Xavier Institute, Salem Center, Westchester County, New York; New Orleans; Paris; Cairo; Illinois","(current) Xavier Institute, Salem Center, Westchester County, New York; (former) New Orleans, Louisiana; Paris, France; Cairo, Illinois;","X-Men (Team Wolverine); formerly Marauders, Horsemen of Apocalypse, Chevaliers, X-Treme X-Men, Thieves & Unified Guild's of New Orleans, Crimson Pirates","Jean-Luc LeBeau (father), Belladonna (aka Bella Donna Boudreaux) (wife, separated)",63,10,23,28,55,84,https://www.superherodb.com/pictures2/portraits/10/100/64.jpg
275,Gamora,Gamora Zen Whoberi Ben Titan,Female,"Planet Zen Whoberi, Silican System, Milky Way","Strange Tales #180 (June, 1975)",Marvel Comics,good,Zen-Whoberian,6'0,77 kg,Yellow,Black,"Assassin, mercenary, adventurer","C.I.T.T.; formerly Godthab Omega, Monster Island, Sanctuary II and the pocket-dimension within the Soul Gem; Earth-7528","Guardians of the Galaxy ; formerly Phalanx's Selects, Graces (Leader), Infinity Watch ; United Front ; former minion of Thanos; ally of Adam Warlock and Pip the Troll","Thanos (foster father), Thane (foster brother), Unnamed former Symbiote",75,85,42,85,53,100,https://www.superherodb.com/pictures2/portraits/10/100/65.jpg
276,Garbage Man,Richard Ethan Morse,Male,,Weird Worlds #1 (2011),DC Comics,good,Mutant,0 cm,0 kg,,,,,,,,82,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1467.jpg
277,Gary Bell,Gary Bell,Male,,,SyFy,good,Alpha,0 cm,0 kg,,,,,Alphas,,63,5,8,10,54,10,https://www.superherodb.com/pictures2/portraits/10/100/1526.jpg
278,General Zod,Dru-Zod,Male,Krypton,Action Comics #845,DC Comics,bad,Kryptonian,0 cm,0 kg,Black,Black,,Formerly Krypton; formerly the Phantom Zone; currently Earth,Phantom Zone criminals; former member of the Kryptonian Defense Council,Ursa (mate/wife); Lor-Zod (son); Admiral Zod (possible ancestor),94,100,96,100,100,95,https://www.superherodb.com/pictures2/portraits/10/100/837.jpg
279,Genesis,Tyler Dayspring,Male,,"As Tolliver, mentioned) New Mutants #98 (1991), (as Tolliver, seen) X-Force #5 (1991), (as Genesis) Cable #18 (1994)",Marvel Comics,good,,6'1,86 kg,Blue,Blond,"Former would-be world conqueror, arms dealer, soldier, freedom fighter",,"Formerly Dark Riders (leader), former servant of Stryfe, formerly New Canaanites, Clan Chosen","Nathan Christopher Summers (Cable, adopted father), Aliya Jenskot (mother, deceased), Stryfe (cloned uncle, deceased), Rachel Summers (Marvel Girl, alternate timeline aunt), Scott Summers (Cyclops, grandfather), Madelyne Pryor-Summers (grandmother, deceased), Alexander Summers (Havok, great-uncle), Gabriel Summers (Vulcan, great-uncle), Christopher Summers (Corsair, great-grandfather), Katherine Anne Summers (great-grandmother, deceased), Philip Summers (great-great-grandfather), Deborah Summers (great-great-grandmother)",,68,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1055.jpg
